Index,cafes name,Overall_Rating,Cuisine,Rate for two,location,Review,Neighborhood,Ambiance,Dietary_Options,Seating_Type,Work_Friendly,Special_Features,Opening_Hours,Alternative_Milk_Options,Food_Menu,Contact Mails,Contact_Number
469,Assamica,4.3,"Cafe, Continental, Italian, Lebanese, Fast Food, Desserts, Beverages",950,jaipur,"It’s a nice, cozy and peaceful place. We had 1. Assamica crunchy creamy frappe 2. Oreo shake3. Mexican bowl4. Peri peri fries 5. Veg burgerThe food is good and the ambience is nice. There are some board games and indoor games as well.Overall a good experience.",Old Town,Lively,Keto-friendly,Outdoor,No,Board Games,8 AM - 11 PM,None,Vegan & Organic Food,contact@assamica.com,9.19E+11
470,Assamica,4.3,"Cafe, Continental, Italian, Lebanese, Fast Food, Desserts, Beverages",950,jaipur,The pasta had massive stick like herbs in the sauce which had to be physically removed. I accidentally swallowed one of the sticks and it's stuck in my food pipe. ,Downtown,Lively,Gluten-free options,Outdoor,No,Live Music,8 AM - 11 PM,Coconut,Only Beverages,contact@assamica.com,9.18E+11
471,Assamica,4.3,"Cafe, Continental, Italian, Lebanese, Fast Food, Desserts, Beverages",950,jaipur,They have added sugar in latte when we asked not to in instructions,Riverside,Cozy,Gluten-free options,Indoor,Yes,Board Games,9 AM - 9 PM,None,Vegan & Organic Food,contact@assamica.com,9.20E+11
472,Uphoria- Cafe & Restro,3.8,"Cafe, Fast Food, Chinese, Italian, North Indian, Burger, Pizza, Beverages","1,100",jaipur,"Improve coffee packaging, rest everything is perfect",Riverside,Rustic,Vegan-friendly,Outdoor,No,Live Music,8 AM - 11 PM,None,"Pastries, Sandwiches, Salads",contact@uphoria-cafeandrestro.com,9.20E+11
473,Alora Cafe & Patisserie,3.2,"Cafe, Coffee, Shake, Beverages, Burger, Fast Food, Chinese, Desserts","1,100",jaipur,wow so great place with tasty foods all dish are so yummy 😋 😍,City Center,Quiet,Vegan-friendly,Both,No,Board Games,8 AM - 11 PM,Coconut,Vegan & Organic Food,contact@aloracafeandpatisserie.com,9.16E+11
474,Alora Cafe & Patisserie,3.2,"Cafe, Coffee, Shake, Beverages, Burger, Fast Food, Chinese, Desserts","1,100",jaipur,Beautiful place with delicious food !,Riverside,Quiet,Vegan-friendly,Both,No,Live Music,8 AM - 11 PM,None,Vegan & Organic Food,contact@aloracafeandpatisserie.com,9.20E+11
475,Alora Cafe & Patisserie,3.2,"Cafe, Coffee, Shake, Beverages, Burger, Fast Food, Chinese, Desserts","1,100",jaipur,really a great place with great ambience must try there food worth everz penny to dine in for ,Riverside,Modern,Gluten-free options,Indoor,Yes,Open Mic Nights,8 AM - 11 PM,Coconut,"Pastries, Sandwiches, Salads",contact@aloracafeandpatisserie.com,9.18E+11
476,Alora Cafe & Patisserie,3.2,"Cafe, Coffee, Shake, Beverages, Burger, Fast Food, Chinese, Desserts","1,100",jaipur,food was graet and delicious must try ,Downtown,Cozy,None,Outdoor,No,Open Mic Nights,7 AM - 10 PM,Coconut,Full Breakfast & Lunch,contact@aloracafeandpatisserie.com,9.20E+11
477,Alora Cafe & Patisserie,3.2,"Cafe, Coffee, Shake, Beverages, Burger, Fast Food, Chinese, Desserts","1,100",jaipur,Very nice and great place Indian food is really good Must visit with fends & family 100% recommended,City Center,Quiet,None,Outdoor,No,Open Mic Nights,6 AM - 8 PM,None,Full Breakfast & Lunch,contact@aloracafeandpatisserie.com,9.17E+11
478,The Messy Door Cafe,3.6,"Cafe, Fast Food, Italian, Continental, Sandwich, Pizza, Street Food, Beverages","1,000",jaipur,Too much artificial flavouring used and felt so acidic in a bad way.,Downtown,Modern,Vegan-friendly,Outdoor,Yes,Live Music,9 AM - 9 PM,Oat,Only Beverages,contact@themessydoorcafe.com,9.20E+11
479,The Messy Door Cafe,3.6,"Cafe, Fast Food, Italian, Continental, Sandwich, Pizza, Street Food, Beverages","1,000",jaipur,it was too bland and dry. pita wasn't cooked evenly and properly. not enough hummus for the portion. ,Old Town,Cozy,Vegan-friendly,Outdoor,No,Open Mic Nights,6 AM - 8 PM,Oat,Vegan & Organic Food,contact@themessydoorcafe.com,9.18E+11
480,Brown Sugar,4.2,"Cafe, Beverages, Bakery, Desserts, Italian, Chinese, Fast Food",500,jaipur,Cake deliver in very bad condition,Suburb,Rustic,Vegan-friendly,Indoor,Yes,Board Games,6 AM - 8 PM,Coconut,"Pastries, Sandwiches, Salads",contact@brownsugar.com,9.17E+11
481,Brown Sugar,4.2,"Cafe, Beverages, Bakery, Desserts, Italian, Chinese, Fast Food",500,jaipur,good but take lot of  time ,City Center,Rustic,Gluten-free options,Outdoor,No,Pet-friendly,8 AM - 11 PM,Almond,Only Beverages,contact@brownsugar.com,9.19E+11
482,Brown Sugar,4.2,"Cafe, Beverages, Bakery, Desserts, Italian, Chinese, Fast Food",500,jaipur,items missing in order. extremely ridiculous service from restaurant ,Suburb,Modern,None,Outdoor,No,Pet-friendly,7 AM - 10 PM,None,"Pastries, Sandwiches, Salads",contact@brownsugar.com,9.19E+11
483,Jashn,3.9,"Cafe, Coffee, Fast Food, Street Food, North Indian, Chinese, Desserts, Beverages",500,jaipur,"Totally in love with this place. The ambience is soo good and really aesthetically pleasing, service is fast and food is soo good. Pizza and corn sandwich is a must try here. Also they have beautiful outdoor sitting that is really cool. Must visit place and i recommend to all .",City Center,Quiet,Gluten-free options,Both,No,None,8 AM - 11 PM,Coconut,Full Breakfast & Lunch,contact@jashn.com,9.17E+11
484,Jashn,3.9,"Cafe, Coffee, Fast Food, Street Food, North Indian, Chinese, Desserts, Beverages",500,jaipur,"This is my 2nd visit at jashn . And this time I had more great experience with this cafe . We love their food , ambience etc  we ordered veg grill sandwich , cold coffee, OTC Pizza, veg chowmein  and every single item was super yummy .",Riverside,Cozy,None,Indoor,No,Live Music,7 AM - 10 PM,Soy,Only Beverages,contact@jashn.com,9.18E+11
485,Jashn,3.9,"Cafe, Coffee, Fast Food, Street Food, North Indian, Chinese, Desserts, Beverages",500,jaipur,"This place gives you heritage vibe, beautiful ambiance both indoor and outdoor. Food taste is really good and prices are surprisingly reasonable with this good ambiance. Must try hara bhara kabab and Italian Rolls.",City Center,Modern,None,Both,No,Pet-friendly,6 AM - 8 PM,Soy,"Pastries, Sandwiches, Salads",contact@jashn.com,9.19E+11
486,Jashn,3.9,"Cafe, Coffee, Fast Food, Street Food, North Indian, Chinese, Desserts, Beverages",500,jaipur,"The absolute best. Weather on Pizza or Pasta, it’s honestly delicious. Portions are huge and the staff is extremely friendly and courteous.",City Center,Quiet,Keto-friendly,Both,Yes,None,7 AM - 10 PM,Soy,"Pastries, Sandwiches, Salads",contact@jashn.com,9.20E+11
487,Aakraa House,3.8,"Cafe, Coffee, Shake, Chinese, Sandwich, Fast Food, Momos, Desserts",700,jaipur,"Totally disappointed with the food delivered, there is no chilli in chilli garlic bread, would never order from such fraud place, they have posted fake pictures & charging wrongly ",City Center,Rustic,None,Both,Yes,Open Mic Nights,6 AM - 8 PM,Soy,"Pastries, Sandwiches, Salads",contact@aakraahouse.com,9.17E+11
488,Aakraa House,3.8,"Cafe, Coffee, Shake, Chinese, Sandwich, Fast Food, Momos, Desserts",700,jaipur,poor taste,City Center,Modern,Gluten-free options,Both,Yes,None,7 AM - 10 PM,Almond,Full Breakfast & Lunch,contact@aakraahouse.com,9.17E+11
489,Starstud Cafe,4,"Cafe, Fast Food, Burger, Sandwich, Street Food, Desserts, Beverages",700,jaipur,"This place is budget friendly and perfect for kitty and bdy parties for students also .Food and taste was good tried white sauce pasta , pizza , shakes , mocktails and many more here my experience with food is really good. You should definitely visit once and must try their custured and brownie 😍❤️ambiance is good and they have free Disc also ",Downtown,Modern,Vegan-friendly,Outdoor,Yes,Open Mic Nights,7 AM - 10 PM,Almond,"Pastries, Sandwiches, Salads",contact@starstudcafe.com,9.17E+11
490,Starstud Cafe,4,"Cafe, Fast Food, Burger, Sandwich, Street Food, Desserts, Beverages",700,jaipur,"It’s a great experience. The ambiance is very welcoming and charming. Amazing food and service. Staff are extremely knowledgeable and make great recommendations. Must try there hakka noodles , pasta , honey chilli , brownie shake , sandwich.",Suburb,Quiet,None,Indoor,No,None,9 AM - 9 PM,None,Only Beverages,contact@starstudcafe.com,9.19E+11
491,Starstud Cafe,4,"Cafe, Fast Food, Burger, Sandwich, Street Food, Desserts, Beverages",700,jaipur,"amazing place😍, I totally loved this place💕,all things are superb, ambience is so beautiful , food was so so yumm❤️, services are too good , you can organise birthday and surprise parties here , highly recommended place😍✨",Downtown,Cozy,None,Both,No,Board Games,6 AM - 8 PM,Oat,Full Breakfast & Lunch,contact@starstudcafe.com,9.18E+11
492,Starstud Cafe,4,"Cafe, Fast Food, Burger, Sandwich, Street Food, Desserts, Beverages",700,jaipur,I really enjoyed the disco here they have 2 themes of disc with pre booking charge. Food is good and very friendly environment,Old Town,Modern,Vegan-friendly,Outdoor,No,None,9 AM - 9 PM,None,Only Beverages,contact@starstudcafe.com,9.17E+11
493,Coffee Sutra,3.7,"Cafe, Coffee, Continental, Fast Food, Desserts, Beverages",650,jaipur,"Just loved the place and the vibe. Perfect place to visit with your family or your work. or this could be an ideal place to work. Tried falafel platter , fries , Spanish latte , Croissant sandwich and loved them all.  This has become my go to place ",Suburb,Modern,Gluten-free options,Both,Yes,Pet-friendly,9 AM - 9 PM,Almond,Vegan & Organic Food,contact@coffeesutra.com,9.17E+11
494,Coffee Sutra,3.7,"Cafe, Coffee, Continental, Fast Food, Desserts, Beverages",650,jaipur,Place is nice...I ordered coffe n sandwich and crossiant...Only thing I liked was sandwich...it was really great...but coffe was just ok...I didn't like the presentation...and found the place bit overpriced as compared to the quality..quantity and presentation of the food that they serve.......,Riverside,Rustic,Vegan-friendly,Outdoor,No,None,7 AM - 10 PM,Coconut,Only Beverages,contact@coffeesutra.com,9.16E+11
495,Quyu's Cafe,4.2,"Cafe, Italian, Chinese, Lebanese, Mexican, Fast Food, Desserts, Beverages",950,jaipur,"I ordered an Irish cappuccino and instructed to add extra irish syrup but they didn't even bothered to add sugar or make it a irish one .Terrible service , worst experience ",City Center,Cozy,None,Outdoor,Yes,Open Mic Nights,9 AM - 9 PM,None,Only Beverages,contact@quyu'scafe.com,9.17E+11
496,Quyu's Cafe,4.2,"Cafe, Italian, Chinese, Lebanese, Mexican, Fast Food, Desserts, Beverages",950,jaipur,Amazing,Suburb,Lively,Vegan-friendly,Indoor,Yes,Live Music,7 AM - 10 PM,None,Vegan & Organic Food,contact@quyu'scafe.com,9.19E+11
497,Cafe Cornerstone By Pallavi Daga,2.9,"Cafe, Italian, North Indian, Fast Food, Street Food, Desserts, Beverages","1,200",jaipur,They send a wrong item and refused to acknowledge their mistake,Riverside,Lively,Vegan-friendly,Both,No,Open Mic Nights,9 AM - 9 PM,Coconut,Only Beverages,contact@cafecornerstonebypallavidaga.com,9.16E+11
498,Cafe Cornerstone By Pallavi Daga,2.9,"Cafe, Italian, North Indian, Fast Food, Street Food, Desserts, Beverages","1,200",jaipur,"Loved it ! such a warm and welcoming place to go out with family, delicious food with decent pricing. The staff is extremely sweet. Would definitely recommend",Downtown,Quiet,None,Both,Yes,Open Mic Nights,6 AM - 8 PM,Soy,Full Breakfast & Lunch,contact@cafecornerstonebypallavidaga.com,9.18E+11
499,Cafe Cornerstone By Pallavi Daga,2.9,"Cafe, Italian, North Indian, Fast Food, Street Food, Desserts, Beverages","1,200",jaipur,good one,City Center,Modern,Vegan-friendly,Both,No,None,7 AM - 10 PM,Almond,Only Beverages,contact@cafecornerstonebypallavidaga.com,9.20E+11
500,The-Gorma,4.3,"Cafe, North Indian, Chinese, Fast Food, Street Food, Desserts, Beverages","1,000",jaipur,tast is very bad ,Riverside,Lively,Keto-friendly,Outdoor,No,None,8 AM - 11 PM,None,Full Breakfast & Lunch,contact@the-gorma.com,9.17E+11
501,The-Gorma,4.3,"Cafe, North Indian, Chinese, Fast Food, Street Food, Desserts, Beverages","1,000",jaipur,With pasta not provided 2 pieces of bread,Riverside,Rustic,None,Outdoor,Yes,Open Mic Nights,7 AM - 10 PM,Almond,Vegan & Organic Food,contact@the-gorma.com,9.18E+11
502,Coffee. Connect,4.4,"Cafe, Fast Food, Pizza, Pasta, Chinese, Lebanese, Street Food, Beverages","1,100",jaipur,The place is quite and peaceful not much crowded and the food is quite decent and good . Prices are reasonable tooo.,City Center,Cozy,Vegan-friendly,Outdoor,No,Pet-friendly,6 AM - 8 PM,Soy,"Pastries, Sandwiches, Salads",contact@coffee.connect.com,9.19E+11
503,Coffee. Connect,4.4,"Cafe, Fast Food, Pizza, Pasta, Chinese, Lebanese, Street Food, Beverages","1,100",jaipur,"Amazing food, ambience and great staff",Suburb,Rustic,Gluten-free options,Outdoor,No,Open Mic Nights,6 AM - 8 PM,Coconut,Vegan & Organic Food,contact@coffee.connect.com,9.16E+11
504,Chska,3.5,"Cafe, Coffee, Tea, Beverages, Pizza, Sandwich, Fast Food, Chinese",600,jaipur,extremely disappointed with service of Zomato. have already share pics,Old Town,Rustic,None,Outdoor,Yes,Open Mic Nights,8 AM - 11 PM,Soy,Full Breakfast & Lunch,contact@chska.com,9.18E+11
505,Chska,3.5,"Cafe, Coffee, Tea, Beverages, Pizza, Sandwich, Fast Food, Chinese",600,jaipur,"ordered Veg chowmein...was really good and portion size was more than sufficient so one extra star for that🤩 Tastewise - it was good,not too many sauces but felt it can be made a little bit spicy. Otherwise, loved it, would definitely try other items 😍",Riverside,Cozy,None,Outdoor,No,Pet-friendly,7 AM - 10 PM,Almond,Full Breakfast & Lunch,contact@chska.com,9.20E+11
506,Just Coffee Place,New,"Cafe, Coffee, Sandwich, Pizza, Desserts, Beverages, Pasta, Shake",850,jaipur,nice food 🥝,Riverside,Modern,Gluten-free options,Both,Yes,None,7 AM - 10 PM,Almond,Only Beverages,contact@justcoffeeplace.com,9.18E+11
507,Just Coffee Place,New,"Cafe, Coffee, Sandwich, Pizza, Desserts, Beverages, Pasta, Shake",850,jaipur,amezing ❣️❣️❣️😘😘,Riverside,Rustic,Keto-friendly,Indoor,No,Board Games,7 AM - 10 PM,None,Vegan & Organic Food,contact@justcoffeeplace.com,9.19E+11
508,Just Coffee Place,New,"Cafe, Coffee, Sandwich, Pizza, Desserts, Beverages, Pasta, Shake",850,jaipur,nice food and beverage service 🥰🥰,Downtown,Quiet,Gluten-free options,Indoor,No,Open Mic Nights,9 AM - 9 PM,Soy,"Pastries, Sandwiches, Salads",contact@justcoffeeplace.com,9.20E+11
509,Phele Chai,2.7,"Cafe, North Indian, Fast Food, Beverages, Pasta, Chinese",450,jaipur,Went to Pehle Chai for a solo date and it was worth every penny. ordered strawberry shake and Maggie. ,Downtown,Rustic,Gluten-free options,Indoor,No,Live Music,6 AM - 8 PM,Coconut,Vegan & Organic Food,contact@phelechai.com,9.18E+11
510,Phele Chai,2.7,"Cafe, North Indian, Fast Food, Beverages, Pasta, Chinese",450,jaipur,food and location was good but little expensive for no reason I think may be can improve prizing segment ,Suburb,Rustic,Vegan-friendly,Indoor,No,Live Music,7 AM - 10 PM,Oat,Only Beverages,contact@phelechai.com,9.16E+11
511,Phele Chai,2.7,"Cafe, North Indian, Fast Food, Beverages, Pasta, Chinese",450,jaipur,I have ordered veg sandwich and ginger tea. Tea was nice but very costly for no reason. The we had veg sandwich in which veggies were not properly copped or even chopped. They just sliced them improperly. There was no taste in that at all. ,Downtown,Lively,Gluten-free options,Outdoor,No,Pet-friendly,7 AM - 10 PM,Soy,Vegan & Organic Food,contact@phelechai.com,9.20E+11
512,Sweet Dough By Kanha,3.5,"Bakery, Desserts, Cafe, Coffee, Beverages, Salad, Sandwich, Fast Food",500,jaipur,Belgian pastry was not fresh . it was bad experience ,Suburb,Cozy,None,Both,Yes,Live Music,6 AM - 8 PM,Soy,"Pastries, Sandwiches, Salads",contact@sweetdoughbykanha.com,9.20E+11
513,Half Brew,3.5,"Cafe, Chinese, Fast Food, Street Food, Coffee, Shake, Beverages, Desserts",950,jaipur,"Cafe half brewI have recently visited this new place. It’s a perfect place for coffee lovers. Ambiance is good. Staff and service are nice an quick. I have tried their Vietnamese and it was really good. Also tandoori paneer pizza, sandwich and Ferraro rosher shake was good. Overall the experience was good and value for money. Must visit.",Downtown,Rustic,Keto-friendly,Indoor,Yes,None,6 AM - 8 PM,None,"Pastries, Sandwiches, Salads",contact@halfbrew.com,9.16E+11
514,Half Brew,3.5,"Cafe, Chinese, Fast Food, Street Food, Coffee, Shake, Beverages, Desserts",950,jaipur,Cozy place and good dine🥂❤️                          Good StaffExcellent experience Great Hospitality and Awesome Superb lightings Helpful Pleasant ,City Center,Lively,Vegan-friendly,Both,Yes,Live Music,9 AM - 9 PM,None,Vegan & Organic Food,contact@halfbrew.com,9.16E+11
